1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolArea,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Grvl,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_AllPub,Utilities_NoSeWa,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1500,1122,0,3,True,False,False,False,False,False,False,False,True,True,False,False,False,1032,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,431,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,True,False,False,False,2,False,False,False,False,False,False,True,712,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1994.0,2622,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,False,True,True,False,False,12256,True,False,False,False,False,98.0,True,False,False,False,0,60,False,False,False,True,False,362.0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,32,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,325000,False,False,False,False,False,False,False,False,True,0,False,True,9,1463,True,False,186,1994,1995,2010
1442,0,0,3,True,False,False,False,False,False,False,False,True,False,False,True,False,738,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,172,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,719,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1990.0,1442,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,10357,True,False,False,False,False,114.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,244,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,179900,False,False,False,False,False,False,False,False,True,0,False,True,6,910,True,False,0,1990,1991,2007
887,1134,0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,True,False,False,False,868,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,422,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,2006.0,2021,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,True,False,False,True,False,False,23257,False,True,False,False,False,168.0,False,False,True,False,0,60,False,False,False,True,False,0.0,0,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,274725,False,False,False,False,False,False,True,False,False,0,False,True,9,868,True,False,0,2006,2006,2006
948,742,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,True,False,924,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,463,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2000.0,1690,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8063,False,False,False,False,True,69.0,False,False,False,True,0,60,False,False,False,True,False,0.0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,181000,False,False,False,False,False,False,False,False,True,0,False,True,7,924,True,False,100,2000,2000,2007
1836,0,0,3,True,False,False,False,False,False,False,False,True,False,False,True,False,1039,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,797,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,862,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2004.0,1836,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,11362,False,False,False,False,True,107.0,True,False,False,False,0,20,False,False,False,True,False,42.0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,185,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,280000,False,False,False,False,False,False,False,False,True,0,False,True,7,1836,True,False,125,2004,2005,2009
773,885,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,219,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,554,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,431,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1995.0,1658,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8000,False,False,False,False,True,69.0,False,False,False,True,0,60,False,False,False,True,False,0.0,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,188000,False,False,False,False,False,False,False,False,True,0,False,True,8,773,True,False,224,1995,1996,2008
1098,866,0,4,True,False,False,False,False,False,False,False,True,False,False,False,True,403,0,True,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,False,True,400,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,False,True,False,False,False,False,2,False,False,False,False,False,False,True,483,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1976.0,1964,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,False,True,False,False,False,True,True,False,False,10480,False,False,False,False,True,80.0,False,False,False,True,0,60,False,False,False,True,False,660.0,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,69,6,7,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,205000,False,False,False,False,False,False,False,False,True,0,False,True,8,803,True,False,0,1976,1976,2008
816,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,708,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,108,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,308,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1957.0,816,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,7100,True,False,False,False,False,73.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,7,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,129900,False,False,False,False,False,False,False,False,True,0,False,True,5,816,True,False,0,1957,1957,2006
1008,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,643,0,False,True,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,365,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,240,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1953.0,1008,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,8923,False,False,False,False,True,66.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18,7,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,134500,False,False,False,False,False,False,False,False,True,0,False,True,6,1008,True,False,0,1953,2006,2007
833,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,415,0,False,False,False,False,True,False,False,False,False,False,False,True,0,0,False,False,False,True,418,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,326,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1955.0,833,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,5400,False,False,False,False,True,90.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,7,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,117000,False,False,False,False,False,False,False,False,True,0,False,True,4,833,True,False,0,1954,2000,2006
1734,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,1004,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,730,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,928,3,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2007.0,1734,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False,True,True,False,False,12085,False,False,False,False,True,93.0,False,False,False,True,0,20,False,False,False,True,False,328.0,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,318000,False,False,False,False,False,False,True,False,False,0,False,True,7,1734,True,False,0,2007,2007,2007
779,640,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,353,0,False,False,True,False,False,False,False,False,False,False,False,True,1,0,False,False,True,False,55,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,False,False,True,False,False,False,2,False,False,False,False,False,False,True,527,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,2002.0,1419,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,True,False,False,False,False,True,True,False,False,7750,False,False,False,False,True,69.0,False,False,False,True,0,80,False,False,False,True,False,0.0,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,8,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,184100,False,False,False,False,False,False,False,False,True,0,False,True,7,408,True,False,120,2002,2002,2009
894,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,702,0,False,True,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,192,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,450,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1967.0,894,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,9764,False,False,True,False,False,57.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,7,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,130000,False,False,False,False,False,False,False,False,True,0,False,True,5,894,True,False,0,1967,2003,2008
1021,580,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,1,False,False,False,True,533,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,True,False,False,False,300,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1958.0,1601,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,True,True,False,False,13825,False,False,False,False,True,85.0,False,False,False,True,0,80,False,False,False,True,False,0.0,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,6,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,140000,False,False,False,False,False,False,False,False,True,0,False,True,6,533,True,False,280,1958,1987,2008
1040,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,369,0,False,False,False,True,False,False,False,False,False,False,False,True,0,0,False,False,False,True,671,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,252,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,286,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1959.0,1040,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,7560,False,False,False,False,True,70.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,5,5,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,133700,False,False,False,False,False,False,False,False,True,0,False,True,6,1040,True,False,140,1959,1959,2006
1012,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,1012,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,112,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,False,1,False,False,False,False,False,False,True,308,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1920.0,1012,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,True,False,False,False,False,True,False,8263,False,False,False,False,True,59.0,False,False,False,True,0,30,False,False,False,False,True,0.0,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,5,6,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,118400,False,False,False,False,False,False,False,False,True,0,False,True,6,1012,True,False,0,1920,1950,2007
1552,0,0,3,True,False,False,False,False,False,False,False,True,True,False,False,False,24,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0,False,False,True,False,1528,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,False,True,False,False,False,2,False,False,False,False,False,False,True,782,3,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2005.0,1552,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,True,False,False,False,False,True,True,False,False,10084,False,False,False,False,True,84.0,False,False,False,True,0,20,False,False,False,True,False,196.0,0,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,5,7,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,212900,False,False,False,False,False,False,True,False,False,0,False,True,7,1552,True,False,144,2005,2006,2006
960,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,False,True,672,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,288,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1956.0,960,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,8926,True,False,False,False,False,69.0,True,False,False,False,0,20,False,False,False,True,False,0.0,0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,4,False,False,True,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,112000,True,False,False,False,False,False,False,False,False,160,False,True,5,672,True,False,64,1956,1956,2009
698,0,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0,1,False,False,False,True,698,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,True,False,False,False,False,1,False,False,False,False,False,False,True,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1980.0,698,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False,True,True,False,False,9405,False,False,False,False,True,50.0,False,False,False,True,0,20,False,False,False,True,False,0.0,0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200,9,5,False,False,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,118000,False,False,False,False,False,False,False,False,True,0,False,True,4,698,True,False,0,1947,2008,2009
